00KSCJkYb8JKa4Y3	Annisokay	Coma Blue	Arms
vN0sgIXsl7dd3OBH	Lady Gaga	Monster	The Fame Monster
vN5Q2VvaGjH5LbfF	Metallica	Sweet Amber	St. Anger
vOXIPpF0R5V9FrVm	Incubus	Defiance	If Not Now, When?
vPKtzbQVTqD7eHMq	Nils Frahm	Tristana	Wintermusik
vPNIItkt1ru5ivn2	Sunn O)))	Cursed Realms (Of the Winterdemons)	Black One
vPg5yTHwfbOywbGR	Uriah Heep	Circle of Hands	Demons and Wizards
vPlsUTMVJruEnRXn	Randy Crawford	Street Life	Jackie Brown (Music from the Miramax Motion Picture)
vQDkDntGlQffD9u0	Powerwolf	Opening: Prelude to Purgatory	Bible of the Beast
vQd9ehKDqQIQmN2R	Queen	Tenement Funster	Sheer Heart Attack (Deluxe Remastered Version)
vR2rtFIpSxVQSkmS	TYSM	Honeymoon Phase	Honeymoon Phase
vR7Doj4E4USk004d	Joni Mitchell	My Secret Place	Chalk Mark In A Rain Storm
vRRzQvXPXHKNmrPT	Anastacia	I Do	Anastacia
vRvTUoDSgOFkgUHu	De Staat	Devil's Blood	I_CON
vSbDiQWwWjo6GuXC	Frank Turner	Get Better	Positive Songs For Negative People
vSltIKOgEiJRMp0k	Truckfighters	Desert Cruiser	Gravity X
vTA5vNreHTyEg7Lc	Ocean Alley	Yellow Mellow	Yellow Mellow EP
vUDkrjs38zpJ2o3e	Chico Buarque	Sem Fantasia	Chico Buarque de Hollanda Vol. 3
vVIJ4IBciUdZjesr	Neon Trees	Animal	Habits
vW4e1g4fMtk4qexd	Die Antwoord	Ugly Boy	Donker Mag
vWE3wM9n7MBDda5I	Cliff Martinez	Bride of Deluxe	Drive (Original Motion Picture Soundtrack)
vXokTeyBuhKOFFpp	Maria Olafs	Unbroken	Unbroken
vY1s7MhFx7xiMkKo	Tove Styrke	White Light Moment	Tove Styrke
vY6IqLlQvtYRRgdz	Exodus	Piranha	Bonded by Blood
vYOXzyEbFjTOt3mg	LCD Soundsystem	(We Don't Need This) Fascist Groove Thang - electric lady sessions	Electric Lady Sessions
vYmsZNBaWGqN3bwR	Phill Veras	Taquicardia	Carpete
vYzU39qoa0f1n4KU	Marilyn Manson	Overneath the Path of Misery	Born Villain
vZ9PmA3CpzYuDQKE	Purity Ring	Grandloves	Shrines
va5sT146CNyq3rkK	The Stone Roses	Shoot You Down	The Stone Roses
vaXmbWYhtvZq3mB4	Lolo Zouaï	Blue	High Highs to Low Lows
varVxonyosDEugeX	Maggie Rogers	Better	Now That The Light Is Fading
vaw43bvFmszYaCW1	J. Holiday	Come Here	Back Of My Lac'
vb2cwkWdMabrucgH	Whitney Houston	I Wanna Dance with Somebody (Who Loves Me)	Whitney
vbjGig6FhPB4eW5w	M.I.A.	Finally	AIM (Deluxe)
vbkCA5hZHvL8ju4T	The Lawrence Arms	The Slowest Drink at the Saddest Bar on the Snowiest Day in the Greatest City	Buttsweat and Tears
vbpOrHHOsbeLtaiV	Christina Grimmie	Unforgivable	Find Me
vc9QtUyodXEsURBR	Chrome	Moonchild	A Salute To King Crimson
vdF2PDIFXryUdtva	Twin Shadow	When the Movie's Over	Confess
vdWJ9O2VQDNgWEHj	Genesis	Land of Confusion	Invisible Touch
vdefE5B0EAYfRgTq	zimbra	Festival de Ilusão	O Tudo, o Nada e o Mundo
veYoMnZZQMlWJJ4N	August Burns Red	The Escape Artist	Constellations (Remixed)
veoBRutKwJd2Kbgu	Zola Jesus	Shivers	Conatus
vfHukmRNazesVu1y	Little Mix	Beep Beep	Glory Days: The Platinum Edition
vfefjOjdzqYmj37l	Chris Cornell	Can't Change Me	Euphoria Mourning
vfv4Q5ATIIpkJnvg	From Indian Lakes	Sunlight	Everything Feels Better Now
vgDBHF62RTnFdWk0	The Birthday Party	A Dead Song	Live 81-82
vh7WUQto7bOyXKq1	Future	Low Life	EVOL
vhGPUwsBPIZn78SJ	My Chemical Romance	The End.	The Black Parade
vhKH6tVDzgQeCYlS	The Drums	I Need A Doctor	Portamento
vhpPbg8szZirrrlJ	Braids	Letting Go	Deep In the Iris
vi1iCRMPE30DbNjX	Earth, Wind & Fire	Mighty Mighty	Open Our Eyes
viCGiiYs23uqlyKy	Morbid Angel	Chambers of Dis	Formulas Fatal to the Flesh
viGnpPG8WQb8KjhC	Boards of Canada	Telephasic Workshop	Music Has The Right To Children
viHwG0gUX2qhNeTM	John Williams	Sayuri's Theme and End Credits	Memoirs of a Geisha (Remastered)
viYzTd7fl5tPeYi7	Tom Rosenthal	Take Your Guess	Who's That in the Fog?
virdwakuQdcOplI5	Essaie Pas	Le port du masque est de rigueur	Demain est une autre nuit
vj08Cdr6XjyU45JY	Linkin Park	Pushing Me Away	Hybrid Theory (Bonus Edition)
vjGO8LlywjP6JpS9	Mukeka di Rato	Rinha de Magnata	Carne
vjwHhLg2PrafejVK	Blondie	Atomic	Eat To The Beat
vkNqygQY7nIoe7yH	Exit Eden	Firework	Rhapsodies In Black
vl97j88dTLilICmG	Green Day	Longview	Dookie
vmdQYIHZwHA1CQ2b	The Avalanches	Flight Tonight	Since I Left You
vmem2WsZ135YcGi2	Talking Heads	Psycho Killer	Talking Heads 77 (Deluxe Version)
vn7cGiP5eCRjnmVv	O.A.R.	Here's to You	Live on Red Rocks
vnISQaKTGhRUKi9i	Dark Tranquillity	ThereIn	Projector
vnQzBX4FAi2KDXwp	Demi Lovato	Gift of a Friend	Here We Go Again
vndPNsCR3RMALXwr	Alcest	Away	Shelter (Deluxe Edition)
vo1F2xTdGIRIVBaD	Chevelle	Forfeit	Wonder What's Next (Expanded Edition)
voBerAguDc202MkW	Ólafur Arnalds	0952	Eulogy for Evolution 2017 (Remastered 10th Anniversary Edition)
voJXKrTBsNhSIyBE	Wolfheart	Last of All Winters	Shadow World
voQb07Q1hEqpHt4A	Legião Urbana	Faroeste Caboclo	Que Pais E Este
voRTCNmgz4K0zsaI	Helado Negro	Please Won't Please	This Is How You Smile
voxsjUvGZDArRiPh	John Mayer	Who You Love	Paradise Valley
vpg7Rq2qcDiHjank	Lacuna Coil	Falling Again	In a Reverie
vpgcTDXEzxBEPDf4	Blind Pilot	Moon at Dawn	And Then Like Lions
vpkdcpRUdPdzxWXf	Sly & The Family Stone	Family Affair - Single Version	There's A Riot Goin' On
vptqUoc2OQDmrxMK	Dance Gavin Dance	Awkward	Instant Gratification
vqOqbwGfIEzo95qS	Hayley Westenra	Scarborough Fair	Celtic Treasures
vqS2lVz4ivWIuUcM	Lisa Germano	Lullaby For Liquid Pig	Lullaby For Liquid Pig
vqUmgaX0UQIh5NOI	Rod Stewart	Have I Told You Lately	Vagabond Heart (Expanded Edition)
vr1Dcyklb0QHZ5U5	Theatre of Tragedy	Der Tanz der Schatten	Velvet Darkness They Fear
vsBwnsneCoroMWjj	Ty Segall	My Sunshine	Melted
vsNX4UWXXb0pvocu	Everything But the Girl	Troubled Mind	Amplified Heart (Deluxe Edition)
vsRH6eg4F2KWfvZH	NOFX	I'm Telling Tim	So Long & Thanks For All The Shoes
vsaVxn876THyVr4n	Manila Luzon	Go Fish	Rules!
vtHFnHOAnlATNpa3	Pescado Rabioso	Cementerio Club	Artaud
vu4hTMjm8Pq8GNYm	Make Them Suffer	Ether	Old Souls & Lord Of Woe
vuIlaZKfCTlPgjmd	Tim Hecker	Amps, Drugs, Harmonium	Virgins
vuUAkMxeAYQNlMRe	Lee Changsub	Gone	Mark
vv02qtmw2OuuSw0D	DIIV	Healthy Moon	Is the Is Are
vvST5h16hjYjkzRC	Iceage	How Many	Plowing Into the Field of Love
vvbnCuS9j2e3BerS	Paradise Lost	Frozen Illusion	Lost Paradise
vvtB6ZMSTs8zsSPD	Chloe Foy	Flaws	Are We There Yet?
vw6RuiYPEE0xuIIN	Serj Tankian	Borders Are...	Imperfect Harmonies (Deluxe Version)
vwTyUlwGqjKHROYx	Love And Rockets	Kundalini Express	Express
vx4dnKo29PovqAyR	JJ Project	Find You	Verse 2
vxKOyHTWfK6nkAmc	Doomriders	Come Alive	Darkness Come Alive
vxq0Aqhz9p7E2Cwx	Vive La Fête	Touche Pas	10 Ans de Fête
vz9ILVlgXye9qwTy	Chet Faker	Solo Sunrise	Thinking In Textures
vzd9nzmcJvLPgyzm	Weedeater	Bull	Sixteen Tons
w0I31v8OS6A1isKJ	The Sword	Lawless Lands	Warp Riders
w0wj5z5hGuuOckdn	Rob Thomas	Mockingbird	cradlesong
w14CKJ66WU0ftOVl	Passenger	Keep on Walking	All the Little Lights
w15HLSKYETzcY2wV	Nine Inch Nails	A Violet Fluid	The Downward Spiral (Deluxe Edition)
w1DNGoZLFFnLQO7L	Chris Brown	Say Goodbye	Chris Brown (Expanded Edition)
w1JYcBKW3bMxocsu	Scissor Sisters	Land of a Thousand Words	Ta Dah
w1p4w3mLHpOhi693	Nicki Minaj	The Crying Game	The Pinkprint (Deluxe)
w1xcqQXVS7mESMev	Buddy Holly	Not Fade Away	Not Fade Away: The Complete Studio Recordings And More
w2LIk3QmsyXktDHO	Opeth	Cusp of Eternity	Pale Communion
w2S8c3Fwtmc9yk26	Rosetta Stone	Leave Me for Dead	Adrenaline
w3C6EfJAHVosmE6T	One Direction	History	Made In The A.M. (Deluxe Edition)
w3En2DnrWIDrnUCN	Cartola	Desta Vez Eu Vou	Verde Que Te Quero Rosa
w3QMjFsSgaGUJFtb	Ramin Djawadi	The Rains of Castamere	Game Of Thrones: Season 8 (Music from the HBO Series)
w3qfhvEqEaKoMHe2	The Birthday Party	Hamlet (Pow, Pow, Pow)	Junkyard
w4siJUAPpGNOSH6g	Shinedown	Diamond Eyes (Boom-Lay Boom-Lay Boom)	The Sound of Madness
w50Lfb8pr9mE7OX5	Regina Spektor	The Call	The Call
w57cL6rjiP0GjIJu	The Flashbulb	Dead On The 4th Of July	Nothing Is Real
w5Be9vpOuLlRmW15	Bette Midler	The Rose	The Rose
w5kjU9lJDWLQwnfV	Everything Everything	Zero Pharoah	Get To Heaven (Deluxe Version)
w63puXmP8eWJJeQi	Broken Social Scene	Stars and Sons	You Forgot It In People
w64KwSB7npnE8hb2	Feist	Inside and Out	Let It Die
w6BTU0doOLIYijKS	Midlake	Roscoe	The Trials Of Van Occupanther
w6LDwyb09Z7aPMhr	Billy Idol	Hot In The City	Billy Idol
w6dZZPH1JrOswNIN	Of Mice & Men	Pain	Cold World
w73mftnJLoLAYIGn	Robin Schulz	I Believe I'm Fine	Uncovered
w7MKZ4jo3ssNGW4v	Huerco S.	Angel (Phase)	Colonial Patterns
w7PZckOy6rsQs91D	Мы	Таю	Расстояние, Pt. 2
w7rJBwhlfdhJeL92	Glasvegas	The World Is Yours	EUPHORIC /// HEARTBREAK \\\
w80IVwuH4w37IWXb	Split Enz	Message To My Girl	Conflicting Emotions
w881MZNITa8HJcvL	Inspiral Carpets	This Is How It Feels	This Is How It Feels
w8Q1ZIZPI0WKGm9z	Odesza	We Were Young	Summer's Gone
w8rtuFztCfL1KzpR	Tom Waits	In Shades	Heartattack And Vine (Remastered)
w940ogjCNGrpxvir	The Jesus and Mary Chain	My Little Underground	Psychocandy
w96VZTnNTEyXNXh8	Blonde Redhead	Misery Is a Butterfly	Misery Is A Butterfly
w9CyhUrD7tv5zOvP	Queen	Great King Rat	Queen
wAOvOAR5h3FhUagv	Leandro & Leonardo	Um Sonhador	Um Sonhador
wAXij5XaK9tQ4DCD	The Prodigy	Wind It Up	Experience
wBZQZHbQveKaJRFq	Blue Öyster Cult	Morning Final	Agents Of Fortune
wBk79bOuOBT7J2AQ	Holding Absence	Permanent	Permanent / Dream of Me
wBrToSbldsUN7RYD	Manchester Orchestra	I've Got Friends	Mean Everything To Nothing
wC2eSHnbt1guRuav	Patrick Wolf	Oblivion	The Bachelor
wCM2UFSJxS0ryGpf	Porcupine Tree	Gravity Eyelids	In Absentia
wCPMStSN1z5GNvac	макулатура	пляж	пляж
wCehTe01kHHUxVnJ	BANKS	This Is Not About Us	The Altar
wCglEvCdtoWo5kK1	Ty Segall	Imaginary Person	Melted
wCxWPMq7SU6BvLFb	Francisca Valenzuela	Quiero Verte Más	Buen Soldado
wDua3A962HzJmt5u	Thank You Scientist	Mr. Invisible	Stranger Heads Prevail
wEVAql3aTyt8NIr9	Rihanna	Te Amo	Rated R
wEmCUwF6ql0uJ1Bm	GFRIEND	LOVE WHISPER	GFRIEND The 5th Mini Album <PARALLEL>
wFsz88iaKxMyv1qa	AFI	...but home is nowhere	Sing The Sorrow
wGWFf8T8ejPirEko	Maxïmo Park	Graffiti	A Certain Trigger
wH0pxqoDezzlrTVI	Mercenary	11 Dreams	11 Dreams
wIF9WTqGbt94IIuB	Motörhead	Die You Bastard	Another Perfect Day (Deluxe Edition)
wJ9MrBCuGjYqSGHl	Type O Negative	Love You to Death	October Rust [Special Edition]
wJJvXL0jnk956f4r	Seven Circle Sunrise	Praying For You	Beauty in Being Alone
wJjXJYEMp8OMqjS7	Christina Aguilera	Tough Lover	Burlesque Original Motion Picture Soundtrack
wKQ4FOkLlisuo8l7	Nouvelle Vague	Don't Go	Bande à Part
wKoB144EmzBEkIK9	Trivium	Of All These Yesterdays	In Waves (Special Edition)
wL0BJJPmZuVENRkn	Westkust	Swirl	Last Forever
wM02amI73QETEPcS	malik montana	Do Rana	Haram Masari
wMFkUWUakN9rh6Do	Yoni & Geti	Madeline	Testarossa
wMd3vqD6cznSAMFB	Beck	Elevator Music	The Information
wNaDf2Z83rVzWWF1	U2	Moment of Surrender	No Line On The Horizon
wNhnLZokO2pN5ABy	Pixie Geldof	Woman Go Wild	I'm Yours
wNlQrRbKZZTQhpYg	Alesana	Oh, How The Mighty Have Fallen	Confessions
wNvJ2zJw8QEUU7fw	Orties	Plus putes que toutes les putes	Sextape
wOJreXO78AWATI0f	NoMBe	Sex	They Might've Even Loved Me
wOK0fNCTmn7eLrOM	Red	Buried Beneath	Until We Have Faces
wOgJ2cYEAkbIFoiu	Mount Eerie	See Me	Dawn
wPsp5Pw2o1GHtTUd	Kaleo	No Good	A/B
wQLIfkQd9Cf02IB3	Bruno Mars	24K Magic	24K Magic
wRest78Oh8CSxmD2	Dance Gavin Dance	Something New	Instant Gratification
wS8YiGqCpYr2Y3jA	Traffic	Feelin' Alright	The Best Of Traffic
wSp2O9X2bOHL0qC4	The Naked and Famous	Last Forever	Simple Forms
wSrGfmxnMXnmh19t	Lena	Lost In You	Lost In You
wSwO5GhBq8y1jn5g	Skank	Resposta	#1 Hits
wTbScpMChUoYAvdl	Chris Spedding	Video Life	Guitar Graffiti (Expanded Edition)
wUIoXhk32WRlXztX	Bat for Lashes	Horses of the Sun	The Haunted Man (Deluxe Version)
wUueD4TogHbWwZpp	Sugababes	Beware	Catfights And Spotlights (INTERNATIONAL)
wVJPGE6NpdM2lcuh	Linda Martini	Bom Partido	Sirumba
wVs34YoLfvIUxR3H	deadmau5	I Remember - Radio Edit	I Remember
wVsyXdKUXXqpdP26	Potato	ทิ้งไว้กลางทาง	POTATO FROM THEN TILL NOW
wWCS7VGzsMcEiQpS	OCS	Cannibal Planet	Memory of a Cut off Head
wWY9eB18ccgtcQEn	Tina Turner	Private Dancer - Single Edit	Tina!
wXVEUzSovffeBgfc	La Habitación Roja	Madrid	Memoria
wXXqqJl8zPifGXWp	John Mayer	Bold As Love	Continuum
wXciZSkM8hdWtcn6	Muse	Glorious	Black Holes And Revelations
wYViIvODJJW7NrK4	Nate Ruess	You Light My Fire	Grand Romantic
wYmHOsdV71S4SBte	Cultura Profética	Para Estar	La Dulzura
wZWxThEcPCOUnikc	Busted	3am	A Present For Everyone
wa3NcWiWGkXca2lW	Cheap Trick	Come on, Come On	In Color
waWhCTq4MbwTuqoF	Eluveitie	Setlon	Everything Remains (As It Never Was)
waexM2D7S6PDhd9E	Fischerspooner	All We Are	Odyssey
walxWViAIiOd5e4s	Carole King	So Far Away	Tapestry
wayc1GRjC10XWJVR	Smash Into Pieces	Stay	Rise and Shine
wbJWFlmrHkax5pzp	Stacy Lattisaw	Let Me Be Your Angel	Let Me Be Your Angel
wbVvno8PaLyGicEv	Alice in Chains	Down in a Hole	Dirt
wbWZgxkkhL45NAuw	Sum 41	What Am I to Say	Screaming Bloody Murder
wbgQmVbFZzCvh969	Handsome Poets	Sky On Fire	Sky on Fire
wbmMChuG3ps66EmR	New Order	Crystal	Get Ready
wcKdTGmOzZMzG8ZU	Leprous	Bilateral	Bilateral
wczOkPL07tKUUGoy	Parkway Drive	Absolute Power	Reverence
wd7vX2b80Yi1ksBx	Miami Nights 1984	Ocean Drive	Turbulence
wdGlALS3Rh51ZLVJ	Elder	The Falling Veil	Reflections of a Floating World
wdQztxX81nLEruCo	Hope Sandoval & The Warm Inventions	Drop	Bavarian Fruit Bread
wdRX3yzc9iMOqpim	The Beatles	Here, There And Everywhere - Remastered	Revolver (Remastered)
wdg9CPs88fDGfibe	B.A.P	GO	CARNIVAL
wdkx1FcUhmVcTpgy	Alabama Shakes	Hang Loose	Boys & Girls
weYoemShgpPENroN	John Frusciante	Away & Anywhere	To Record Only Water For Ten Days (U.S. Version)
wfCPwxdNBulqJsyj	Jesper Kyd	Venice Rooftops	Assassin's Creed 2 (Original Game Soundtrack)
wfGkEiHku71EU7t2	Heart	Love Alive	Little Queen
wfm2TCP3XLeLG0rX	Bebe Rexha	(Not) The One	All Your Fault: Pt. 2
wgdhxtKgPCvd6tPl	Die Antwoord	Darkling	Mount Ninji and da Nice Time Kid
wgwZwSe3P7b97eUF	Burzum	To Hel and Back Again	The Ways of Yore
whM9P0qmqNjH6XNI	Deafheaven	Baby Blue	New Bermuda
wj9eefDZQFtnPnVH	Möwe	Who's To Blame	Who's To Blame
wjUvJ8dvWsgwucHs	Big Up	Deixa o Amor	Uni-Versos
wjhPyeqAPGCx2Q8h	Preoccupations	Degraded	Preoccupations
wjuOa1MO1mAhMtZx	Sarah Brightman	Here With Me	La Luna
wkJhWnGfPtpCerQr	Alvvays	Ones Who Love You	Alvvays
wkpKyXuXJyUgllgK	Moderat	Seamonkey	Moderat
wlcsUn0tA0ByAxyE	Raimundos	Lugar Ao Sol - Ao Vivo | Acústico	Acústico - Ao Vivo
wlzCYtmV2GDLI1ne	SAAY	VODKA & LEMON SHOT - 2018 Nu Mix	CLAASSIC
wm1T6O36izEGTkzI	Sex Pistols	My Way	50 Punk Rock Hits
wmCKbX2aWx2tTFj4	Deathspell Omega	Epiklesis I	Paracletus
wmDfLKyUAttJEbnr	Blackfield	Christenings	BLACKFIELD II
wmQAeNc7epXlaAzB	JinSang	affection	Life
wmebf4IeIAWpH23w	Braid	Never Will Come For Us	Frame and Canvas
wnreB4as3kSRwQW3	Ignite	Let It Burn	Our Darkest Days
wnskbhun8T32DcEG	Pulp	Pencil Skirt	Different Class
woKaOuePP4JqsoRp	Las Ligas Menores	Contando Lunas	Fuego Artificial
woYcA7PVgvKszzzB	Iglooghost	Påleo Mamu	Clear Tamei
wpTJNmGEAmX4boiO	Fernando Motta	A Noite	Desde Que o Mundo É Cego
wqPSFpwPTqnUpNxn	CROSS GENE	touch it	ZERO
wqYeNqrUxqVPw4u4	Maxïmo Park	Leave This Island	Too Much Information
wqc0zThdHbZHeFbn	Blind Guardian	Time What Is Time	Somewhere Far Beyond (Remastered 2007)
wqnd5YgE2Fh3WhNU	Katatonia	Displaced	The Great Cold Distance (10th Anniversary Edition)
wqwqPHarohW4paEH	Taylor Swift	Back to December (acoustic)	Speak Now (Deluxe Edition)
wr93zy6wrksrq4we	A$AP Rocky	Buck Shots	TESTING
wrAXGVsmyBlbBjjH	Black Devil Disco Club	One To Choose	Black Devil Disco Club
wrKyd2R0bzQBpszJ	Owl City	Early Birdie	Maybe I'm Dreaming
wsDvE2DE6iHLoUXp	Madredeus	O Pastor	Existir
wsGGjUbB90MtkF5k	The White Stripes	You're Pretty Good Looking (For a Girl)	De Stijl
wt3xdJYIOQXa9qUw	U2	Miracle Drug	How To Dismantle An Atomic Bomb
wtmB3ocrORsGv7sp	Jamie xx	Stranger in a Room	In Colour
wu1LSZk1VMK51cZF	Britt Nicole	Gold	Gold
wuLiGQ8yMaFkatsZ	Greyson Chance	Back on the Wall	Back on the Wall
wukA1wBHsZM5R64U	September	Me & My Microphone	Me & My Microphone
wv3MqZSYaVcaeGIN	Switchfoot	Your Love Is a Song	Hello Hurricane
wvN9VdPwBXeXXTVp	The Cranberries	Salvation	To The Faithful Departed
wvxJ3diYAjfDEYx6	As I Lay Dying	Bury Us All	An Ocean Between Us
wwXm7ircqopveami	The Beatles	Please Please Me	Please Please Me (Remastered)
wwaLeliGzWKCf95d	Di Melo	Má-lida	Di Melo
wxMihf7Rgk54AwBU	Stella Donnelly	Face It	Beware of the Dogs
wxetZOv6BCSZchC8	Clint Mansell	Tree of Life	The Fountain OST
wyk2grypIheZI2EZ	Júpiter Maçã	Little Raver	Uma Tarde Na Fruteira
wz3eC4c38Tyfmlkg	Black Kids	Look at Me (When I Rock Wichoo)	Partie Traumatic
wz7Hpf9vQwZAVNIc	The Slits	Instant Hit	Cut (Deluxe Edition)
wz9Lk90thBx1TcaC	Billie Holiday	My Man	Billie Holiday Love Songs
wzDtKIqttUpPvlJY	Daniela Andrade	Stare at Each Other & Fall in Love	Stare at Each Other & Fall in Love
wza2SDaK2shlhrSR	Dalida	Bang Bang	Escales Autour Du Monde
wzyVgYHzy4X6tbGD	Nirvana	D-7 - Live At The BBC	Nevermind
x0BoMpplnzwWFbIv	Depeche Mode	Puppets	Speak & Spell (2006 Remastered Edition)
x0X0yrqDMrGTZepg	The Pastels	Nothing To Be Done	Truckload Of Trouble
x0wIM6uEuhNcolM3	Imagine Dragons	I Don't Know Why	Evolve
x0wx9Gifk9BMIQNp	Vienna Teng	Augustine	Inland Territory
x1IgSXHKjiYHGVFl	All Time Low	Toxic Valentine	Toxic Valentine
x1aaWnOgm8dMLh0M	The Jungle Giants	She's a Riot	Learn to Exist
x1arf00pQjsqO0Qy	Ryan Adams	In My Time of Need	Heartbreaker
x2NCGmW1sXnvedMa	Twenty One Pilots	The Hype	The Hype (Alt Mix)
x2S0EQQmXQRwDT89	Banda Magníficos	Chorando se foi	A Preferida do Brasil
x2gfQxbRKtiVfzGs	The Clash	Train in Vain - Remastered	London Calling
x2iaRQqtICNElPhT	5 A Seco	brisa	Síntese
x2udXvrt0a982gcR	tricot	Munasawagi	3
x34GAHtPhxEn0cxU	Bicep	Glue	Bicep
x3mou4Z2TgG5ycWk	Ghost Culture	Mouth	Ghost Culture
x4hv0ALTsGICpzry	Enigma	20.000 Miles Over the Sea	A Posteriori
x5FxsH6wQoczp3JL	4minute	Get On The Floor	Volume Up
x5fxh1zbSbWboqKG	Tom Zé	O Anfitrião	Dois Momentos - Vol.1
x68RTwGiegBXHliz	Dashboard Confessional	Rapid Hope Loss	A Mark, A Mission, A Brand, A Scar
x6MINMVc0jxdQQ4x	Ladytron	Skools Out...	604
x6P4j4AQfqygjhgc	Andy & Lucas	Tanto la Queria	Andy & Lucas
x6Wm94GM8ZzsX1fH	Leif Garrett	I Was Made for Dancin'	The Leif Garrett Collection
x7LGjnccOuSSgL9R	The Flatliners	Resuscitation Of The Year	Dead Language
x7ZYklh1kDyNkXIh	Phace	Cold Champagne	Cold Champagne / Astral Projection
x8Mf7T74rSDxcwGk	Darkthrone	Circle The Wagons	Circle The Wagons
x929NZxIzCJ8GEOf	The Black Crowes	I Ain't Hiding	Before the Frost... Until the Freeze
x9L1rxEmeFyZvWSB	Millencolin	Caveman's Land	SOS
xBCiFccD8enX69JT	Demi Lovato	Old Ways	Confident (Deluxe Edition)
xBI4ltwyJRfkSZ68	La Ley	Día Cero	Invisible
xBSWF5nNmhEWWfXj	The Sundays	Here's Where the Story Ends	Reading, Writing & Arithmetic
xC3kry1ZA7RS61Q2	Slow J	Teu Eternamente	Teu Eternamente
xCb8VMfP5yVKapGD	DIIV	Incarnate Devil	Is the Is Are
xCkRr4Ok7FcBdm8p	Nafla	kickback	ANGELS
xE4OkepHJvOZ30Fj	Pendulum	The Terminal	Hold Your Colour
xEYVbgBjgPGr2HQT	Tegan and Sara	Wake Up Exhausted	So Jealous
xF228OT96m5dtF7J	Nelly	Just A Dream (Main)	5.0
xFD9fB0rITLpBiDc	DreamNote	Hakuna Matata	Dream:us
xFSHL14m21IBChEy	Miles Davis	Sanctuary	Bitches Brew
xGCzmNE6Iq6F8wZb	Streetlight Manifesto	Ungrateful	The Hands That Thieve
xK0vtRfUu015RqMZ	After Midnight Project	Backlit Medley	Let's Build Something To Break
xK3sgea5DZ6aMmCc	The Weeknd	False Alarm	Starboy
xK6PtPPUuAoAltQD	Burak Yeter	Crash	Crash
xKETq4PMnXTZBVHw	Tim Hecker	Radiance	Virgins
xMDsZJiAT213RMLl	Scissor Sisters	The Other Side	Ta Dah
xMMSTfglDq0nfMMO	Chelsea Wolfe	Iron Moon	Abyss
xMsgghyQ7dNxQwG3	Stick to Your Guns	Nobody	Disobedient
xN9RzxHRD81yP8Kz	Arctic Monkeys	Fake Tales of San Francisco	Whatever People Say I Am, That's What I'm Not
xNJNJyNl1u4RH4Dp	Matchbox Twenty	Disease	The Matchbox Twenty Collection
xNsYlVMULB81N9ZZ	Issues	Made To Last	Headspace
xNwzRpcHO0FQmcUg	John Maus	Castles in the Grave	A Collection of Rarities and Previously Unreleased Material
xPVPHDWUjZR1HDqP	Amberian Dawn	Incubus	The Clouds of Northland Thunder
xPkarNdxtmOXFG47	Everything But the Girl	I Don't Understand Anything	Amplified Heart (Deluxe Edition)
xPsn0NwTemozO2AS	Creed	Lullaby	Weathered
xPzyL03GdSZiGHOy	Northlane	Render	Mesmer
xQ8nao2SZIRVDkaO	Osatia	We Care	We Care
xQI2kiTL1GJy5YPZ	Cody Simpson	All Day	4 U EP
xRG6VQB0WkxK5fWl	Atoms for Peace	Ingenue	AMOK
xRYnCIOrfrnLAdXt	Yeah Yeah Yeahs	Warrior	Show Your Bones
xRn1ylhm5labUQsQ	Goldfrapp	I Wanna Life	Head First
xRp3I9ZpnY1qv1io	Toto	Without Your Love	Fahrenheit
xSmgqRs2ltIwu46N	Damien Rice	The Box	My Favourite Faded Fantasy
xT4XCWKEZd7HdxEj	Boards of Canada	Into the Rainbow Vein	The Campfire Headphase
xTV31DrfW6tyr7KI	Kane	Rain Down On Me	What If
xTfBVjiktBFKRtxM	Julia Jacklin	When The Family Flies In	Crushing
xUejPutgMvdRzpsX	rumahsakit	Kuning	1+2
xUrcqRSoPknsGKU7	Gossip	8th Wonder	Music For Men
xUsBqk4JFsJw7BzQ	Steven Wilson	First Regret	Hand Cannot Erase
xVGXaD8CA8ttZ2Ch	The Avener	To Let Myself Go	The Wanderings Of The Avener
xVeQ8q5TCklNk5HQ	Eros Ramazzotti	Stella Gemella	Eros 30 (Deluxe Version)
xWK6qt89GkD3ZsAH	Tanukichan	Bitter Medicine	Sundays
xWYCYPIrpiAoXrl0	liily	Toro	I Can Fool Anybody in This Town
xWdUGTImVgov8oP5	Muse	Exo-Politics	Black Holes And Revelations
xWeEfQxl3ouAbD6o	Young Fathers	Queen Is Dead	Tape Two
xX5Xf4c4w6xhNPqC	Oh Land	Earth Sick	Earth Sick
xXPmQYlBPrFZU6h7	Neon Indian	Polish Girl	Era Extraña
xXfZeuu3ndCPTPaF	Aerosmith	Angel's Eye	Charlie's Angels - Music From The Motion Picture
xXpUScFyWnlDkWPZ	Falling in Reverse	Superhero	Coming Home (Deluxe Edition)
xXyAWYtBwmJrLYcy	X-Ray Spex	I Am a Cliché	Germ Free Adolescents: The Anthology
xYuAGBwjGUqEjk8y	Machine Head	This Is the End	Unto The Locust
xZSDuxli2aoVtmLh	Soul Asylum	Black Gold	Black Gold: The Best Of Soul Asylum
